Page,New 2017 Asset,# ID,Source,Description,EIF,Min,Max,Interest,Dividend,Capital Gain,Rent,Income Min,Income Max
41,,60,Deutsche Asset & Wealth Management A/C 1,Salesforce Co,N/A,$0,"$1,001",,,y,,"$5,001","$15,000"
41,,61,Deutsche Asset & Wealth Management A/C 1,Charles Schwab Corp,N/A,$0,"$1,001",,,y,,"$5,001","$15,000"
41,,62,Deutsche Asset & Wealth Management A/C 1,Sealed Air Corp,N/A,$0,"$1,001",,y,y,,$201,"$1,000"
41,,63,Deutsche Asset & Wealth Management A/C 1,Smucker JM Co,N/A,$0,"$1,001",,y,y,,"$1,001","$2,500"
41,,64,Deutsche Asset & Wealth Management A/C 1,T Mobile US Inc,N/A,$0,"$1,001",,,y,,"$1,001","$2,500"
41,,65,Deutsche Asset & Wealth Management A/C 1,Thermo Fisher Scientific,N/A,$0,"$1,001",,y,y,,"$15,001","$50,000"
41,,66,Deutsche Asset & Wealth Management A/C 1,TJX Cos Inc,N/A,$0,"$1,001",,y,y,,"$50,001","$100,000"
41,,67,Deutsche Asset & Wealth Management A/C 1,Twenty First Century Fox,N/A,$0,"$1,001",,y,y,,"$5,001","$15,000"
41,,68,Deutsche Asset & Wealth Management A/C 1,US Treasury Notes/Bonds,N/A,$0,"$1,001",y,,y,,"$1,001","$2,500"
41,,69,Deutsche Asset & Wealth Management A/C 1,VF Corp,N/A,$0,"$1,001",,y,y,,"$5,001","$15,000"
41,,70,Deutsche Asset & Wealth Management A/C 1,Visa Inc,N/A,$0,"$1,001",,y,y,,"$50,001","$100,000"
41,,71,Deutsche Asset & Wealth Management A/C 1,Wells Fargo & Co,N/A,$0,"$1,001",,y,y,,"$15,001","$50,000"
41,,1,Deutsche Asset & Wealth Management A/C 2,American Express Credit,N/A,$0,"$1,001",y,,y,,"$2,501","$5,000"
41,NEW,2,Deutsche Asset & Wealth Management A/C 2,Anheuser-Bush,N/A,$0,"$1,001",y,,y,,"$1,001","$2,500"
41,,3,Deutsche Asset & Wealth Management A/C 2,Apple Inc DTD 5/3/2013,N/A,$0,"$1,001",y,,y,,"$2,501","$5,000"
41,,4,Deutsche Asset & Wealth Management A/C 2,AT&T Inc DTD 8/18/2011,N/A,$0,"$1,001",y,,y,,"$2,501","$5,000"
42,,5,Deutsche Asset & Wealth Management A/C 2,Bank of Nova Scotia,N/A,$0,"$1,001",y,,y,,"$2,501","$5,000"
42,,6,Deutsche Asset & Wealth Management A/C 2,Berkshire Hathaway Financial,N/A,$0,"$1,001",y,,y,,"$2,501","$5,000"
42,,7,Deutsche Asset & Wealth Management A/C 2,BHP Billiton Financial USA,N/A,$0,"$1,001",y,,y,,"$5,001","$15,000"
42,,8,Deutsche Asset & Wealth Management A/C 2,Caterpillar Financial SE,N/A,$0,"$1,001",y,,y,,"$2,501","$5,000"
42,,9,Deutsche Asset & Wealth Management A/C 2,Chevron Corp,N/A,$0,"$1,001",y,,y,,"$2,501","$5,000"
42,,10,Deutsche Asset & Wealth Management A/C 2,Citigroup Inc,N/A,$0,"$1,001",y,,y,,"$5,001","$15,000"
42,,11,Deutsche Asset & Wealth Management A/C 2,Conagra Foods,N/A,$0,"$1,001",y,,y,,$201,"$1,000"
42,NEW,12,Deutsche Asset & Wealth Management A/C 2,Credit Suisse New York,N/A,$0,"$1,001",y,,y,,"$2,501","$5,000"
42,,13,Deutsche Asset & Wealth Management A/C 2,Deutsche Government Money Market,N/A,$0,"$1,001",,y,y,,"$5,001","$15,000"
42,,14,Deutsche Asset & Wealth Management A/C 2,Deutsche Money Market Series,N/A,$0,"$1,001",y,,y,,$201,"$1,000"
42,,15,Deutsche Asset & Wealth Management A/C 2,Ecolab Inc,N/A,$0,"$1,001",y,,y,,"$5,001","$15,000"
42,NEW,16,Deutsche Asset & Wealth Management A/C 2,Exxon Mobil Corp,N/A,$0,"$1,001",y,,y,,"$2,501","$5,000"
42,,17,Deutsche Asset & Wealth Management A/C 2,Fed Home LN DTD 7/25/2016,N/A,$0,"$1,001",y,,y,,"$2,501","$5,000"
42,,18,Deutsche Asset & Wealth Management A/C 2,Ford Motor Credit Co DTD 8/7/2012,N/A,$0,"$1,001",y,,y,,$201,"$1,000"
42,,19,Deutsche Asset & Wealth Management A/C 2,Fannie Mae DTD 1/29/1999,N/A,$0,"$1,001",y,,y,,$201,"$1,000"
42,,20,Deutsche Asset & Wealth Management A/C 3,Ford Motor DTD 12/18/2006,N/A,$0,"$1,001",y,,y,,"$5,001","$15,000"
42,,21,Deutsche Asset & Wealth Management A/C 2,Goldman Sachs Group,N/A,$0,"$1,001",y,,y,,"$15,001","$50,000"
42,,22,Deutsche Asset & Wealth Management A/C 2,IBM Corp,N/A,$0,"$1,001",y,,y,,"$2,501","$5,000"
43,,23,Deutsche Asset & Wealth Management A/C 2,International Bank Recon & Develop,N/A,$0,"$1,001",y,,y,,"$1,001","$2,500"
43,,24,Deutsche Asset & Wealth Management A/C 2,JP Morgan Chase & Co,N/A,$0,"$1,001",y,,y,,"$2,501","$5,000"
43,,25,Deutsche Asset & Wealth Management A/C 2,John Deere Capital Corp,N/A,$0,"$1,001",y,,y,,"$5,001","$15,000"
43,,26,Deutsche Asset & Wealth Management A/C 2,McDonald's Corp,N/A,$0,"$1,001",y,,y,,"$1,001","$2,500"
43,NEW,27,Deutsche Asset & Wealth Management A/C 2,McKesson Corp,N/A,$0,"$1,001",y,,y,,$201,"$1,000"
43,,28,Deutsche Asset & Wealth Management A/C 2,Morgan Stanley,N/A,$0,"$1,001",y,,y,,"$15,001","$50,000"
43,,29,Deutsche Asset & Wealth Management A/C 2,NBC Universal,N/A,$0,"$1,001",y,,y,,$201,"$1,000"
43,,30,Deutsche Asset & Wealth Management A/C 2,New York City,N/A,$0,"$1,001",y,,y,,$201,"$1,000"
43,,31,Deutsche Asset & Wealth Management A/C 2,Oracle Corp,N/A,$0,"$1,001",y,,y,,$201,"$1,000"
43,,32,Deutsche Asset & Wealth Management A/C 2,Pepsico Inc,N/A,$0,"$1,001",y,,y,,"$1,001","$2,500"
43,NEW,33,Deutsche Asset & Wealth Management A/C 2,PNC Bank NA,N/A,$0,"$1,001",y,,y,,"$1,001","$2,500"
43,,34,Deutsche Asset & Wealth Management A/C 2,Royal Bank of Canada,N/A,$0,"$1,001",y,,y,,"$5,001","$15,000"
43,,35,Deutsche Asset & Wealth Management A/C 2,Shell International,N/A,$0,"$1,001",y,,y,,"$2,501","$5,000"
43,,36,Deutsche Asset & Wealth Management A/C 2,Thermo Fisher Scientific,N/A,$0,"$1,001",y,,y,,"$2,501","$5,000"
43,,37,Deutsche Asset & Wealth Management A/C 2,Toronto Dominion Bank,N/A,$0,"$1,001",y,,y,,"$2,501","$5,000"
43,,38,Deutsche Asset & Wealth Management A/C 2,Total Capital International SA,N/A,$0,"$1,001",y,,y,,"$5,001","$15,000"
43,,39,Deutsche Asset & Wealth Management A/C 2,Toyota Motor Credit Corp,N/A,$0,"$1,001",y,,y,,"$2,501","$5,000"
43,,40,Deutsche Asset & Wealth Management A/C 2,United States Treasury Bills/Notes,N/A,$0,"$1,001",y,,y,,"$5,001","$15,000"
44,,41,Deutsche Asset & Wealth Management A/C 2,Verizon Communications,N/A,$0,"$1,001",y,,y,,"$2,501","$5,000"
44,,42,Deutsche Asset & Wealth Management A/C 2,Wal-Mart Stores Inc,N/A,$0,"$1,001",y,,y,,$201,"$1,000"
44,,43,Deutsche Asset & Wealth Management A/C 2,Wells Fargo & Co,N/A,$0,"$1,001",y,,y,,"$2,501","$5,000"
44,,44,Deutsche Asset & Wealth Management A/C 2,Westpac Banking Corp,N/A,$0,"$1,001",y,,y,,"$2,501","$5,000"
44,,0,Family Trust 1,Family Trust 1,N/A,,,,y,y,,"$5,001","$15,000"
44,,1,Family Trust 1,iShares MSCI EAFE Index Fund,Yes,"$15,001","$50,000",,,,,,
44,NEW,2,Family Trust 1,Dodge & Cox Income Fund,Yes,"$1,001","$15,000",,,,,,
44,NEW,3,Family Trust 1,iShares Inc MSCI Japan New,Yes,"$1,001","$15,000",,,,,,
44,,4,Family Trust 1,Dodge & Cox International Stock Fund,Yes,"$1,000","$15,000",,,,,,
44,NEW,5,Family Trust 1,AMG Managers Pictet International Fund Class I,Yes,"$1,001","$15,000",,,,,,
44,NEW,6,Family Trust 1,John Han II-ABS ret Curr-I,Yes,"$1,001","$15,000",,,,,,
44,,7,Family Trust 1,Blackrock High Yield Point,Yes,"$1,001","$15,000",,,,,,
44,NEW,8,Family Trust 1,Chilton Strategic European Equities Fund,Yes,"$1,001","$15,000",,,,,,
44,NEW,9,Family Trust 1,AQR Managed Futures STR-R6,Yes,"$1,001","$15,000",,,,,,
44,,10,Family Trust 1,Primecap Odyssey Stock Fund,Yes,"$15,001","$50,000",,,,,,
44,NEW,11,Family Trust 1,US Cash Bank Cash Account,N/A,"$1,001","$15,000",,,,,,
44,,12,Family Trust 1,iShares Russell Midcap Index Fund,Yes,"$15,001","$50,000",,,,,,
45,,13,Family Trust 1,SPDR S&P 500 ETF Trust,Yes,"$15,001","$50,000",,,,,,
45,,14,Family Trust 1,FMI Large Cap Fund,Yes,"$15,001","$50,000",,,,,,
45,,15,Family Trust 1,JPM US Large Cap Core Plus Fund,Yes,"$15,001","$50,000",,,,,,
45,,16,Family Trust 1,Neuberger Ber MU/C Opp,Yes,"$1,000","$15,000",,,,,,
45,NEW,17,Family Trust 1,MFS Emerging Markets Debt Fund,Yes,"$15,001","$50,000",,,,,,
45,NEW,18,Family Trust 1,PIMCO Unconstrained Bond-INS,Yes,"$1,000","$15,000",,,,,,
45,,19,Family Trust 1,Artisan International Value Fund,Yes,"$1,000","$15,000",,,,,,
45,,20,Family Trust 1,JPM Mid Cap Value Fund,Yes,"$1,000","$15,000",,,,,,
45,,21,Family Trust 1,JPM SH Int Muni Bond Fund,Yes,"$15,001","$50,000",,,,,,
45,NEW,22,Family Trust 1,AQR Long-Short Equity-R6,Yes,"$1,000","$15,000",,,,,,
45,,23,Family Trust 1,Prudential Total Return Bond,Yes,$0,$201,,,,,,
45,,24,Family Trust 1,Vanguard INTM TRM Inv G,Yes,$0,$201,,,,,,
45,,0,Family Trust 2,Family Trust 2,Yes,,,,y,y,,"$5,000","$15,000"
45,NEW,1,Family Trust 2,iShares Inc MSCI Japan New,Yes,"$1,000","$15,000",,,,,,
45,,2,Family Trust 2,JPM US Large Cap Core Plus Fund,Yes,"$15,001","$50,000",,,,,,
45,NEW,3,Family Trust 2,Chilton Strategic European Equities Fund,Yes,"$1,000","$15,000",,,,,,
46,,4,Family Trust 2,JPM SH Int Muni Bond Fund,Yes,"$15,001","$50,000",,,,,,
46,NEW,5,Family Trust 2,Dodge & Cox Income Fund,Yes,"$1,000","$15,000",,,,,,
46,,6,Family Trust 2,iShares Russell Midcap Index Fund,Yes,"$15,001","$50,000",,,,,,
46,,7,Family Trust 2,Artisan International Value Fund,Yes,"$15,001","$50,000",,,,,,
46,,8,Family Trust 2,Ishares MSCI EAFE Index Fund ,Yes,"$15,001","$50,000",,,,,,
46,NEW,9,Family Trust 2,US Cash Bank Cash Account,N/A,"$15,001","$50,000",,,,,,
46,NEW,10,Family Trust 2,AMG Managers Pictet International Fund Class I,Yes,"$1,001","$15,000",,,,,,
46,,11,Family Trust 2,Primecap Odyssey Stock Fund,Yes,"$15,001","$50,000",,,,,,
46,NEW,12,Family Trust 2,John Han II-ABS ret Curr-I,Yes,"$1,001","$15,000",,,,,,
46,,13,Family Trust 2,JPM Global Resources ENH Index Fund,Yes,"$15,001","$50,000",,,,,,
46,,14,Family Trust 2,Equinox Funds TR IPM Systmatc,Yes,"$1,001","$15,000",,,,,,
46,NEW,15,Family Trust 2,PIMCO Unconstrained Bond-INS,Yes,"$1,001","$15,000",,,,,,
46,,16,Family Trust 2,Blackrock High Yield Point,Yes,"$15,001","$50,000",,,,,,
46,,17,Family Trust 2,FMI Large Cap Fund,Yes,"$1,001","$15,000",,,,,,
46,NEW,18,Family Trust 2,MFS Emerging Markets Debt Fund,Yes,"$1,001","$15,000",,,,,,
46,,19,Family Trust 2,JPM Mid Cap Value Fund,Yes,"$15,001","$50,000",,,,,,
46,NEW,20,Family Trust 2,SPDR S&P 500 ETF Trust,Yes,"$15,001","$50,000",,,,,,
46,,21,Family Trust 2,AQR Long-Short Equity-R6,Yes,"$1,001","$15,000",,,,,,
47,,22,Family Trust 2,Dodge & Cox International Stock Fund,Yes,"$1,001","$15,000",,,,,,
47,,23,Family Trust 2,Neuberger Ber MU/C Opp,Yes,"$15,001","$50,000",,,,,,
47,,24,Family Trust 2,Prudential Total Return Bond,Yes,$0,$201,,,,,,
47,,25,Family Trust 2,Vanguard Internim TRM Inv G,Yes,$0,$201,,,,,,
47,,0,Family Trust 3,Family Trust 3,Yes,,,,y,y,,"$5,001","$15,000"
47,,1,Family Trust 3,iShares Russell Midcap Index Fund,Yes,"$15,001","$50,000",,,,,,
47,,2,Family Trust 3,Primecap Odyssey Stock Fund,Yes,"$15,001","$50,000",,,,,,
47,,3,Family Trust 3,Blackrock High Yield Point,Yes,"$15,001","$50,000",,,,,,
47,,4,Family Trust 3,JP SH Int Muni Bond Fund,Yes,"$15,001","$50,000",,,,,,
47,,5,Family Trust 3,iShares MSCI EAFE Index Fund,Yes,"$15,001","$50,000",,,,,,
47,,6,Family Trust 3,JPM US Large Cap Core Plus Fund,Yes,"$15,001","$50,000",,,,,,
47,NEW,7,Family Trust 3,MFS Emerging Markets Debt Fund,Yes,"$1,001","$15,000",,,,,,
47,NEW,8,Family Trust 3,AQR Managed Futures STR-R6,Yes,"$1,001","$15,000",,,,,,
47,,9,Family Trust 3,NEW,Yes,"$15,001","$50,000",,,,,,
47,,10,Family Trust 3,SPDR S&P 500 ETF Trust,Yes,"$50,001","$100,000",,,,,,
47,,11,Family Trust 3,Dodge & Cox Income Fund,Yes,"$1,001","$15,000",,,,,,
47,NEW,12,Family Trust 3,AMG Managers Pictet International Fund Class I,Yes,"$1,001","$15,000",,,,,,
48,NEW,13,Family Trust 3,iShares Inc MSCI Japan New,Yes,"$1,001","$15,000",,,,,,
48,,14,Family Trust 3,Neuberger Ber MU/C Opp,Yes,"$15,001","$50,000",,,,,,
48,,15,Family Trust 3,Artisan International Value Fund,Yes,"$15,001","$50,000",,,,,,
48,NEW,16,Family Trust 3,PIMCO Unconstrained Bond-INS,Yes,"$1,001","$15,000",,,,,,
48,NEW,17,Family Trust 3,John Han II-ABS ret Curr-I,Yes,"$1,001","$15,000",,,,,,
48,NEW,18,Family Trust 3,AQR Long-Short Equity-R6,Yes,"$1,001","$15,000",,,,,,
48,,19,Family Trust 3,JPM Mid Cap Value Fund,Yes,"$15,001","$50,000",,,,,,
48,,20,Family Trust 3,JPM Global Resources ENH Index Fund,Yes,"$50,001","$100,000",,,,,,
48,,21,Family Trust 3,Chilton Strategic European Equities Fund,Yes,"$1,001","$15,000",,,,,,
48,,22,Family Trust 3,US Cash Bank Cash Account,N/A,"$15,001","$50,000",,,,,,
48,,23,Family Trust 3,Prudential Total Return Bond,Yes,$0,$201,,,,,,
48,,24,Family Trust 3,Vanguard Intm TRM Inv,Yes,$0,$201,,,,,,
48,,25,Family Trust 3,FMI Large Cap Fund,Yes,$0,$201,,,,,,